ANSI,Year,corn,soyb,weat
46127,2009,189.0,50.0,44.0
46127,2010,162.9,46.7,
46127,2011,148.2,42.1,
46127,2012,80.7,27.4,
46127,2013,167.8,51.5,
46127,2014,177.2,50.6,
46127,2015,185.5,55.0,
46127,2016,189.4,58.6,
46127,2017,183.8,53.4,
46127,2018,186.2,51.0,
46127,2019,178.7,,
46129,2000,105.3,30.8,58.9
46129,2001,105.8,26.5,35.9
46129,2002,67.0,16.6,20.2
46129,2003,42.4,8.8,41.0
46129,2004,83.2,20.6,48.3
46129,2005,117.4,31.3,42.3
46129,2006,44.8,13.4,33.5
46129,2007,111.9,41.4,59.9
46129,2008,125.0,32.0,
46129,2009,121.0,38.5,56.5
46129,2010,101.1,25.9,57.9
46129,2011,125.4,41.1,
46129,2012,110.7,30.7,
46129,2013,117.8,36.2,
46129,2014,132.7,36.9,54.5
46129,2016,150.8,40.9,73.7
46129,2017,125.8,36.6,
46129,2018,146.5,38.4,
46135,2000,102.9,34.1,38.0
46135,2001,111.9,32.0,35.0
46135,2002,90.7,30.5,58.3
46135,2003,130.8,31.5,43.3
46135,2004,140.8,36.9,63.8
46135,2005,110.2,31.8,36.9
46135,2006,113.5,39.6,64.6
46135,2007,119.7,43.7,47.1
46135,2008,137.0,34.0,
46135,2009,169.0,51.0,51.5
46135,2010,156.0,50.0,64.2
46135,2011,142.6,39.9,
46135,2012,53.6,14.6,61.5
46135,2013,169.6,51.7,
46135,2014,182.0,54.7,
46135,2015,181.1,51.9,68.2
46135,2016,177.7,57.6,76.0
46135,2017,169.9,52.9,63.9
46135,2018,175.6,,
46135,2019,170.0,51.6,45.6
46137,2000,39.0,,33.1
46137,2001,57.6,,23.0
46137,2002,26.7,,15.5
46137,2003,35.0,,22.7
46137,2004,23.3,,29.4
46137,2005,42.1,,39.2
46137,2008,77.0,,45.0
46137,2009,101.0,20.5,34.5
46137,2010,61.8,,40.1
46137,2011,98.8,,36.1
46137,2012,41.7,24.4,42.7
46137,2013,61.6,,
46137,2014,83.6,,44.1
46137,2015,69.7,,42.8
46137,2016,90.3,,50.0
46137,2017,71.6,,32.5
46137,2018,78.8,,
46137,2019,97.5,,
47003,2000,108.0,24.0,46.0
47003,2001,130.0,44.0,52.0
47003,2002,99.0,30.0,43.0
47003,2003,132.0,44.0,45.0
47003,2004,133.0,45.0,48.0
47003,2005,130.0,39.0,50.0
47003,2006,89.0,29.0,47.0
47003,2007,63.0,11.0,41.0
47003,2008,86.0,30.0,79.0
47003,2009,107.0,40.5,49.5
47003,2010,104.1,30.0,46.5
47003,2011,146.2,33.8,66.0
47003,2012,36.7,34.9,46.7
47003,2014,154.4,45.5,70.0
47003,2016,147.2,44.9,66.7
47003,2017,175.0,50.3,63.3
47003,2018,160.0,42.6,62.0
47003,2019,168.0,40.4,69.1
47005,2000,111.0,30.0,44.0
47005,2001,130.0,35.0,43.0
47005,2002,98.0,34.0,
47005,2003,113.0,35.0,
47005,2004,102.0,36.0,
47005,2005,123.0,35.0,
47005,2006,122.0,38.0,
47005,2007,101.0,18.0,
47005,2009,125.0,37.5,
47005,2010,89.2,28.0,
47005,2012,72.0,40.0,50.0
47005,2013,122.6,35.8,54.5
47005,2014,165.6,,50.9
47005,2015,153.3,40.3,
47005,2017,159.2,50.0,
47005,2018,159.0,40.6,
47005,2019,175.0,,
47007,2000,119.0,27.0,56.0
47007,2001,115.0,35.0,55.0
47007,2002,95.0,,40.0
47007,2003,107.0,40.0,35.0
47007,2004,124.0,40.0,38.0
47007,2005,133.0,37.0,47.0
47007,2006,100.0,41.0,41.0
47007,2007,100.0,23.0,35.0
47007,2009,133.0,34.0,32.5
47007,2011,100.4,30.0,
47007,2014,120.8,36.0,
47007,2015,127.3,41.7,
47007,2016,115.8,33.3,
47007,2017,140.0,47.6,
47007,2018,140.0,47.7,62.1
47007,2019,155.5,,67.1
47009,2000,115.0,31.0,54.0
47009,2001,111.0,40.0,47.0
47009,2002,97.0,33.0,47.0
47009,2003,123.0,39.0,42.0
47009,2004,139.0,45.0,42.0
47009,2005,140.0,35.0,61.0
47009,2006,83.0,41.0,53.0
47009,2007,85.0,23.0,38.0
47009,2008,125.0,,
47009,2009,152.0,45.0,
47009,2010,90.8,28.3,48.7
47009,2011,106.7,27.8,62.3
47009,2012,104.1,41.6,
47009,2013,136.4,46.1,47.5
47009,2014,153.8,46.3,53.1
47009,2015,157.8,45.9,45.0
47009,2016,97.5,35.1,
47009,2017,141.7,43.4,46.1
47009,2018,147.0,47.1,38.9
47009,2019,151.5,36.5,48.4
47011,2000,100.0,,
47011,2001,100.0,,
47011,2002,68.0,,
47011,2003,110.0,,
47011,2004,119.0,,
47011,2005,131.0,,
47011,2006,105.0,47.0,
47011,2007,76.0,9.0,
47011,2008,97.0,,52.5
47011,2009,152.0,51.5,37.5
47011,2010,77.5,27.5,31.2
47011,2013,133.8,47.3,54.3
47011,2014,160.9,56.8,
47011,2016,50.0,20.0,54.2
47011,2017,132.4,48.9,
47011,2018,170.0,53.3,
47011,2019,156.5,,
47015,2000,110.0,35.0,47.0
47015,2001,135.0,50.0,45.0
47015,2002,100.0,35.0,37.0
47015,2003,134.0,45.0,
47015,2004,141.0,44.0,
47015,2005,123.0,43.0,
47015,2006,110.0,39.0,45.0
47015,2007,92.0,25.0,38.0
47015,2008,94.0,37.0,
47015,2009,158.0,48.5,
47015,2010,133.3,41.6,34.5
47015,2011,158.8,41.2,68.3
47015,2012,33.0,51.0,
47015,2013,156.3,50.2,58.3
47015,2014,189.8,56.1,65.3
47015,2015,179.3,60.7,61.9
47015,2016,139.3,53.8,68.3
47015,2017,166.4,56.9,70.0
47015,2018,181.0,59.8,52.8
47015,2019,175.5,45.0,63.3
47017,2000,116.0,29.0,52.0
47017,2001,125.0,35.0,56.0
47017,2002,109.0,32.0,57.0
47017,2003,123.0,40.0,59.0
47017,2004,130.0,40.0,51.0
47017,2005,140.0,43.0,54.0
47017,2006,124.0,37.0,55.0
47017,2007,99.0,20.0,36.0
47017,2008,114.0,31.0,63.5
47017,2009,157.0,46.0,
47017,2010,109.4,27.8,51.0
47017,2011,122.5,27.3,64.6
47017,2012,92.0,38.6,62.3
47017,2013,149.9,46.6,76.6
47017,2014,176.8,48.0,67.2
47017,2015,148.5,44.9,73.3
47017,2016,127.8,47.0,81.7
47017,2017,149.8,51.3,73.2
47017,2018,154.9,39.5,65.6
47017,2019,177.0,49.0,77.4
47019,2008,114.0,,
47019,2012,134.0,,
47019,2013,156.0,,
47019,2015,152.8,,
47019,2016,128.3,,
47019,2017,156.7,,
47021,2000,92.0,32.0,
47021,2001,135.0,39.0,
47021,2002,111.0,24.0,
47021,2003,120.0,36.0,
47021,2004,150.0,43.0,
47021,2005,125.0,41.0,
47021,2006,118.0,35.0,
47021,2007,69.0,16.0,
47021,2010,85.0,36.0,44.1
47021,2012,56.7,42.0,
47021,2013,149.1,,51.3
47021,2014,145.3,40.0,
47021,2018,170.0,,
47021,2019,166.0,,
47023,2000,100.0,21.0,51.0
47023,2001,106.0,33.0,58.0
47023,2002,93.0,27.0,42.0
47023,2003,121.0,37.0,50.0
47023,2004,116.0,33.0,42.0
47023,2005,120.0,33.0,58.0
47023,2006,90.0,32.0,65.0
47023,2007,81.0,14.0,36.0
47023,2008,101.0,32.5,65.5
47023,2010,101.5,31.9,53.9
47023,2011,122.4,,
47023,2012,85.2,35.8,59.1
47023,2015,150.0,48.5,
47023,2018,157.5,41.7,
47025,2001,114.0,,
47025,2002,72.0,,
47025,2003,113.0,,
47025,2004,120.0,,
47025,2005,136.0,,
47025,2008,110.0,,
47025,2010,106.0,,
47025,2012,88.6,,
47025,2016,111.4,,
47025,2017,106.7,,
47025,2019,123.0,,
47027,2010,114.3,,
47027,2011,110.9,36.0,
47027,2015,153.7,51.6,
47027,2017,148.2,52.0,
47029,2000,150.0,40.0,
47029,2004,140.0,38.0,
47029,2005,154.0,39.0,
47029,2006,125.0,48.0,
47029,2007,108.0,26.0,
47029,2008,115.0,33.0,60.0
47029,2009,172.0,43.5,
47029,2010,145.0,42.1,
47029,2013,138.5,44.0,
47029,2014,139.0,,
47029,2016,104.3,42.0,
47031,2000,125.0,30.0,50.0
47031,2001,137.0,46.0,47.0
47031,2002,90.0,27.0,46.0
47031,2003,139.0,42.0,43.0
47031,2004,153.0,45.0,43.0
47031,2005,135.0,40.0,63.0
47031,2006,70.0,26.0,68.0
47031,2007,79.0,17.0,33.0
47031,2008,95.0,26.0,
47031,2009,143.0,46.0,51.5
47031,2010,141.1,40.0,59.8
47031,2011,170.3,36.9,77.7
47031,2012,61.8,52.0,52.0
47031,2013,155.5,53.6,81.9
47031,2014,185.4,53.8,80.9
47031,2015,164.1,54.4,66.5
47031,2016,163.7,45.5,80.4
47031,2017,180.2,57.4,76.2
47031,2018,195.0,56.7,72.0
47031,2019,185.0,54.4,69.8
47033,2000,109.0,22.0,60.0
47033,2001,109.0,27.0,54.0
47033,2002,86.0,29.0,49.0
47033,2003,115.0,41.0,50.0
47033,2004,125.0,44.0,51.0
47033,2005,116.0,34.0,45.0
47033,2006,137.0,38.0,68.0
47033,2007,120.0,16.0,44.0
47033,2008,115.0,30.5,64.5
47033,2009,150.0,43.0,51.0
47033,2010,138.2,27.1,56.0
47033,2011,133.5,29.2,69.9
47033,2012,88.8,33.8,66.1
47033,2013,141.3,46.0,76.9
47033,2014,165.6,48.7,69.9
47033,2015,156.2,49.2,74.1
47033,2016,160.0,47.5,74.3
47033,2017,159.2,55.4,69.6
47033,2018,165.9,47.4,70.7
47033,2019,175.0,54.6,71.5
47035,2000,93.0,,
47035,2001,100.0,,
47035,2002,100.0,,
47035,2003,93.0,,
47035,2004,127.0,,
47035,2005,145.0,,40.0
47035,2006,125.0,,
47035,2007,90.0,,
47035,2009,147.0,,
47035,2010,108.3,,
47035,2011,78.3,,
47035,2012,73.0,,
47035,2014,147.5,,
47035,2015,114.7,,
47035,2016,114.4,,
47035,2017,127.1,,
47037,2000,90.0,,
47037,2004,115.0,,
47037,2005,100.0,,
47037,2007,64.0,,
47039,2000,72.0,20.0,47.0
47039,2001,123.0,37.0,43.0
47039,2002,108.0,31.0,
47039,2003,128.0,38.0,
47039,2004,138.0,40.0,
47039,2005,124.0,38.0,
47039,2006,138.0,36.0,
47039,2007,79.0,14.0,
47039,2010,88.9,26.4,
47039,2012,75.7,50.0,
47039,2013,149.1,44.3,
47039,2016,155.3,,
47039,2018,155.0,37.2,
47039,2019,191.8,44.5,
47041,2000,113.0,31.0,47.0
47041,2001,138.0,36.0,41.0
47041,2002,118.0,38.0,
47041,2003,135.0,38.0,
47041,2004,134.0,40.0,
47041,2005,139.0,39.0,
47041,2006,82.0,33.0,
47041,2007,104.0,26.0,
47041,2008,135.0,39.0,
47041,2010,120.7,41.7,
47041,2011,110.3,36.0,
47043,2000,92.0,28.0,
47043,2001,117.0,34.0,
47043,2002,79.0,26.0,
47043,2003,127.0,,
47043,2004,133.0,,
47043,2005,119.0,,
47043,2006,110.0,42.0,
47043,2007,69.0,,
47043,2009,140.0,,
47043,2011,136.7,,
47043,2013,174.4,48.0,
47043,2014,144.5,,
47043,2019,171.5,,
47045,2000,126.0,24.0,53.0
47045,2001,133.0,33.0,53.0
47045,2002,110.0,31.0,42.0
47045,2003,127.0,42.0,45.0
47045,2004,137.0,43.0,46.0
47045,2005,130.0,37.0,57.0
47045,2006,138.0,44.0,74.0
47045,2007,125.0,21.0,46.0
47045,2008,136.0,41.0,
47045,2009,148.0,44.5,49.0
47045,2010,132.9,28.2,51.2
47045,2011,125.8,31.0,67.9
47045,2012,110.5,33.1,69.2
47045,2013,160.1,,77.8
47045,2014,176.8,44.7,71.0
47045,2018,161.9,44.1,59.0
47045,2019,179.5,46.9,
47047,2000,95.0,16.0,56.0
47047,2001,108.0,30.0,48.0
47047,2002,105.0,30.0,41.0
47047,2003,125.0,41.0,47.0
47047,2004,136.0,38.0,50.0
47047,2005,111.0,35.0,54.0
47047,2006,118.0,34.0,60.0
47047,2007,113.0,15.0,50.0
47047,2008,130.0,40.0,61.0
47047,2009,145.0,43.5,62.5
47047,2010,114.8,30.8,
47047,2011,121.4,23.5,71.2
47047,2012,115.0,39.4,67.1
47047,2013,169.0,41.3,63.6
47047,2014,174.6,42.6,65.9
47047,2015,159.5,43.9,58.9
47047,2016,158.1,43.7,63.1
47047,2017,174.1,47.2,
47047,2018,161.1,42.9,56.3
47047,2019,164.5,47.9,
47049,2000,104.0,,
47049,2001,100.0,,
47049,2002,86.0,,
47049,2003,90.0,,
47049,2005,100.0,,
47049,2006,97.0,,
47049,2008,94.0,,
47049,2011,85.0,,
47049,2012,70.0,30.7,
47049,2013,122.2,43.6,
47049,2014,148.6,41.0,
47049,2015,142.9,38.2,
47049,2016,111.0,42.1,
47049,2017,121.5,52.7,
47049,2019,141.5,41.8,
47051,2000,135.0,30.0,57.0
47051,2001,152.0,41.0,58.0
47051,2002,100.0,27.0,54.0
47051,2003,143.0,40.0,50.0
47051,2004,160.0,43.0,53.0
47051,2005,148.0,43.0,71.0
47051,2006,71.0,25.0,67.0
47051,2007,78.0,14.0,39.0
47051,2008,92.0,22.0,86.5
47051,2009,99.0,41.5,45.5
47051,2010,132.0,35.9,55.5
47051,2011,151.6,32.3,77.8
47051,2012,83.3,49.3,64.2
47051,2013,180.1,48.4,77.5
47051,2014,191.7,53.7,92.4
47051,2015,181.4,57.0,81.1
47051,2016,162.7,43.9,86.3
47051,2017,191.2,57.0,80.9
47051,2018,196.9,60.3,72.1
47051,2019,168.0,53.1,69.2
47053,2000,114.0,24.0,55.0
47053,2001,128.0,31.0,52.0
47053,2002,109.0,31.0,48.0
47053,2003,127.0,45.0,51.0
47053,2004,138.0,41.0,51.0
47053,2005,125.0,39.0,56.0
47053,2006,135.0,40.0,68.0
47053,2007,129.0,21.0,42.0
47053,2008,117.0,30.5,55.5
47053,2009,143.0,47.5,47.5
47053,2010,127.9,28.9,52.1
47053,2011,127.1,29.9,70.2
47053,2012,82.7,35.3,69.3
47053,2013,149.2,47.5,68.9
47053,2014,175.8,47.0,64.9
47053,2015,153.0,44.1,71.4
47053,2016,145.1,44.9,75.8
47053,2017,169.3,50.8,71.2
47053,2018,156.9,42.6,66.0
47053,2019,176.0,47.9,69.4
47055,2000,110.0,21.0,57.0
47055,2001,123.0,41.0,54.0
47055,2002,119.0,33.0,40.0
47055,2003,140.0,45.0,
47055,2004,144.0,48.0,
47055,2005,130.0,43.0,
47055,2006,88.0,28.0,
47055,2007,94.0,18.0,29.0
47055,2008,133.0,34.0,72.5
47055,2009,146.0,45.5,40.0
47055,2010,148.2,39.9,
47055,2011,133.4,42.9,
47055,2012,84.6,49.2,69.2
47055,2013,171.9,48.4,85.6
47055,2014,171.5,42.3,67.8
47055,2015,163.3,48.4,66.6
47055,2016,163.0,49.6,
47055,2017,187.5,55.8,
47055,2018,189.4,49.5,
47055,2019,198.5,46.1,
47057,2001,92.0,,50.0
47057,2002,74.0,,
47057,2003,106.0,,
47057,2004,124.0,,
47057,2005,120.0,,
47057,2006,117.0,,
47057,2007,85.0,,
47057,2008,88.0,,
47057,2009,131.0,,
47057,2010,92.0,,40.0
47057,2011,120.0,,45.0
47057,2012,100.0,,
47057,2013,161.5,,
47057,2015,144.3,,
47057,2016,77.8,,
47057,2017,150.0,,
47057,2018,168.0,,
47057,2019,136.1,,
47059,2000,103.0,36.0,43.0
47059,2001,105.0,35.0,
47059,2002,71.0,32.0,
47059,2003,112.0,34.0,
47059,2004,125.0,35.0,
47059,2005,124.0,37.0,
47059,2006,114.0,48.0,
47059,2007,120.0,30.0,
47059,2008,92.0,21.0,
47059,2009,140.0,43.0,
47059,2010,113.6,39.0,
47059,2011,110.3,36.8,
47059,2014,146.1,56.4,52.0
47059,2015,163.2,52.2,
47059,2016,113.2,38.0,51.3
47059,2017,136.7,51.3,
47059,2018,160.7,,
47059,2019,146.5,,
47061,2000,124.0,35.0,49.0
47061,2001,129.0,47.0,45.0
47061,2002,100.0,28.0,
47061,2003,137.0,32.0,44.0
47061,2004,142.0,40.0,44.0
47061,2005,144.0,35.0,52.0
47061,2006,87.0,26.0,62.0
47061,2007,80.0,17.0,37.0
47061,2008,85.0,24.0,
47061,2009,102.0,45.5,51.0
47061,2010,142.5,40.0,65.3
47061,2011,154.3,36.4,85.9
47061,2012,77.6,51.6,
47061,2016,123.1,35.4,
47063,2000,109.0,32.0,
47063,2001,117.0,41.0,
47063,2002,75.0,29.0,43.0
47063,2003,123.0,36.0,
47063,2004,130.0,37.0,
47063,2005,130.0,35.0,
47063,2006,114.0,37.0,
47063,2007,135.0,26.0,
47063,2010,110.7,,
47063,2011,126.9,,
47063,2017,150.0,,
47063,2018,170.0,,
47065,2005,128.0,,
47065,2006,108.0,,
47065,2008,118.0,,
47065,2011,100.0,,
47065,2012,75.0,,
47065,2013,137.8,,
47069,2000,85.0,16.0,58.0
47069,2001,100.0,30.0,46.0
47069,2002,101.0,30.0,44.0
47069,2003,115.0,45.0,46.0
47069,2004,132.0,39.0,41.0
47069,2005,110.0,36.0,59.0
47069,2006,110.0,31.0,59.0
47069,2007,96.0,17.0,30.0
47069,2008,101.0,39.0,58.0
47069,2009,119.0,41.5,61.0
47069,2010,106.8,33.1,52.2
47069,2011,107.8,26.2,71.6
47069,2012,96.8,34.5,69.1
47069,2013,137.8,41.6,70.9
47069,2014,164.0,43.6,64.9
47069,2017,168.1,44.9,
47069,2018,145.5,,
47071,2000,90.0,20.0,56.0
47071,2001,122.0,34.0,50.0
47071,2002,87.0,23.0,37.0
47071,2003,110.0,38.0,45.0
47071,2004,115.0,34.0,45.0
47071,2005,106.0,37.0,45.0
47071,2006,120.0,34.0,55.0
47071,2007,81.0,16.0,34.0
47071,2008,94.0,33.0,
47071,2009,142.0,37.5,
47071,2010,88.6,25.6,
47071,2011,116.4,28.0,
47071,2012,89.9,34.8,
47071,2013,144.9,,
47071,2016,135.3,39.5,67.7
47071,2017,172.9,46.8,
47071,2018,155.0,37.4,
47071,2019,159.0,42.2,
47073,2002,55.0,,
47073,2003,67.0,,
47073,2004,75.0,,
47073,2005,111.0,,
47073,2006,114.0,,
47073,2007,125.0,,
47073,2009,103.0,,
47073,2010,85.7,,
47073,2011,136.7,,
47073,2012,110.0,46.0,
47073,2013,146.7,44.8,55.0
47073,2014,147.0,40.0,
47073,2015,151.1,,
47073,2016,100.0,42.5,
47073,2017,121.2,46.7,
47073,2018,119.5,58.4,
47073,2019,130.0,44.2,
47075,2000,95.0,18.0,55.0
47075,2001,110.0,28.0,59.0
47075,2002,97.0,25.0,55.0
47075,2003,115.0,37.0,55.0
47075,2004,125.0,39.0,52.0
47075,2005,113.0,33.0,61.0
47075,2006,112.0,35.0,70.0
47075,2007,104.0,15.0,37.0
47075,2008,125.0,35.0,65.5
47075,2009,150.0,43.0,53.0
47075,2010,130.8,30.3,52.0
47075,2011,130.3,28.3,62.1
47075,2012,120.0,34.6,65.3
47075,2013,162.5,45.7,69.0
47075,2014,193.6,45.6,66.8
47075,2015,157.6,44.2,64.5
47075,2016,178.7,45.2,68.0
47075,2017,185.7,47.3,73.0
47075,2018,188.1,48.5,69.4
47075,2019,197.5,48.0,65.9
47077,2000,95.0,23.0,48.0
47077,2001,105.0,33.0,50.0
47077,2002,105.0,29.0,42.0
47077,2003,126.0,40.0,47.0
47077,2004,125.0,38.0,43.0
47077,2005,133.0,36.0,46.0
47077,2006,127.0,41.0,55.0
47077,2007,110.0,13.0,38.0
47077,2009,140.0,42.5,
47077,2010,112.1,32.3,
47077,2011,118.5,32.2,72.1
47077,2012,97.6,38.9,56.4
47077,2014,163.0,43.4,55.6
47077,2015,151.7,45.8,
47077,2016,116.8,45.5,65.0
47077,2017,165.1,47.3,61.1
47077,2018,146.0,38.3,
47077,2019,176.5,43.5,
47079,2000,116.0,27.0,52.0
47079,2001,141.0,36.0,50.0
47079,2002,117.0,34.0,44.0
47079,2003,134.0,46.0,57.0
47079,2004,150.0,43.0,50.0
47079,2005,140.0,42.0,56.0
47079,2006,145.0,41.0,60.0
47079,2007,98.0,15.0,45.0
47079,2008,97.0,21.5,59.0
47079,2009,160.0,46.5,44.0
47079,2010,116.1,23.4,63.9
47079,2011,132.4,30.1,70.9
47079,2012,67.6,35.3,70.0
47079,2013,173.2,49.2,74.2
47079,2014,170.5,44.6,63.8
47079,2015,170.8,43.6,74.0
47079,2016,146.2,48.5,70.5
47079,2017,169.3,50.5,69.2
47079,2018,163.4,48.1,64.5
47079,2019,182.5,48.9,66.3
47081,2000,81.0,27.0,52.0
47081,2001,95.0,35.0,43.0
47081,2002,104.0,30.0,52.0
47081,2003,131.0,42.0,43.0
47081,2004,129.0,40.0,45.0
47081,2005,123.0,35.0,
47081,2006,111.0,39.0,52.0
47081,2007,69.0,16.0,46.0
47081,2009,150.0,46.0,
47081,2010,77.8,33.7,
47081,2011,120.3,31.2,
47081,2012,65.7,37.7,61.8
47081,2016,164.7,,
47081,2017,181.3,49.4,68.9
47081,2018,163.5,33.8,
47081,2019,179.5,39.8,
47085,2000,112.0,34.0,47.0
47085,2001,153.0,39.0,52.0
47085,2002,120.0,37.0,
47085,2003,140.0,38.0,
47085,2004,135.0,40.0,
47085,2005,133.0,43.0,
47085,2006,148.0,46.0,45.0
47085,2007,99.0,24.0,
47085,2008,121.0,37.5,
47085,2009,165.0,44.5,
47085,2010,107.4,41.1,
47085,2011,121.4,32.9,
47085,2012,85.2,42.6,
47085,2014,161.7,45.8,
47085,2015,165.0,45.0,
47085,2016,152.7,46.7,
47085,2017,159.6,,
47085,2018,160.0,,
47085,2019,162.0,,
47087,2011,117.5,,
47087,2013,158.5,,
47087,2016,156.4,,
47087,2017,136.4,,
47087,2019,140.0,,
47089,2000,98.0,28.0,
47089,2001,111.0,37.0,
47089,2002,80.0,25.0,
47089,2003,123.0,41.0,
47089,2004,140.0,50.0,
47089,2005,124.0,30.0,44.0
47089,2006,100.0,48.0,
47089,2007,132.0,27.0,
47089,2008,83.0,,
47089,2009,181.0,50.5,
47089,2010,88.9,45.6,
47089,2013,156.5,,
47089,2018,133.5,,
47091,2002,100.0,,
47091,2003,130.0,,
47091,2004,132.0,,
47091,2005,128.0,,
47091,2006,135.0,,
47091,2007,120.0,,
47091,2008,140.0,,
47091,2009,135.0,,
47091,2012,128.6,,
47091,2017,150.0,,
47093,2015,115.6,,
47095,2000,141.0,30.0,58.0
47095,2001,156.0,35.0,54.0
47095,2002,126.0,33.0,47.0
47095,2003,150.0,47.0,52.0
47095,2004,143.0,44.0,47.0
47095,2005,129.0,41.0,50.0
47095,2006,150.0,48.0,62.0
47095,2007,153.0,27.0,47.0
47095,2008,149.0,,69.5
47095,2009,165.0,47.0,47.5
47095,2010,143.8,32.4,60.5
47095,2011,149.1,38.1,81.2
47095,2012,116.8,41.5,75.3
47095,2018,167.0,,72.2
47097,2000,119.0,19.0,57.0
47097,2001,133.0,25.0,58.0
47097,2002,110.0,34.0,43.0
47097,2003,123.0,40.0,50.0
47097,2004,139.0,39.0,50.0
47097,2005,128.0,34.0,47.0
47097,2006,130.0,41.0,56.0
47097,2007,122.0,20.0,41.0
47097,2008,113.0,37.0,49.0
47097,2009,159.0,44.0,46.5
47097,2010,136.0,32.7,57.3
47097,2011,140.6,37.2,67.3
47097,2012,114.0,34.5,68.4
47097,2013,137.5,43.8,69.4
47097,2014,163.5,46.8,60.5
47097,2015,160.0,48.3,67.8
47097,2016,154.7,44.9,75.0
47097,2017,176.0,50.5,
47097,2018,157.8,44.5,
47097,2019,176.0,44.3,
47099,2000,132.0,26.0,59.0
47099,2001,150.0,43.0,58.0
47099,2002,119.0,39.0,55.0
47099,2003,150.0,43.0,60.0
47099,2004,161.0,50.0,60.0
47099,2005,144.0,45.0,79.0
47099,2006,120.0,34.0,88.0
47099,2007,106.0,17.0,41.0
47099,2008,96.0,33.0,86.5
47099,2009,159.0,46.5,60.5
47099,2010,117.6,38.6,53.1
47099,2011,138.3,32.6,87.3
47099,2012,71.7,49.7,67.2
47099,2013,170.0,48.9,83.2
47099,2014,189.1,48.3,84.2
47099,2015,175.8,49.8,71.9
47099,2016,150.0,49.6,88.8
47099,2017,188.8,54.2,82.5
47099,2018,175.1,43.6,76.8
47099,2019,179.0,44.8,72.2
47103,2000,95.0,22.0,58.0
47103,2001,110.0,36.0,44.0
47103,2002,97.0,28.0,45.0
47103,2003,134.0,38.0,46.0
47103,2004,130.0,40.0,54.0
47103,2005,136.0,35.0,53.0
47103,2006,86.0,28.0,69.0
47103,2007,92.0,16.0,39.0
47103,2008,109.0,37.5,
47103,2009,124.0,44.0,53.5
47103,2010,121.1,29.1,50.7
47103,2011,141.4,37.1,81.5
47103,2012,74.7,47.0,70.0
47103,2014,178.8,45.5,74.4
47103,2015,166.2,46.5,71.0
47103,2016,163.6,47.9,75.0
47103,2017,184.6,54.5,76.5
47103,2018,180.0,47.0,69.9
47103,2019,184.0,47.7,54.9
47105,2004,120.0,39.0,47.0
47105,2005,107.0,39.0,42.0
47105,2006,76.0,32.0,51.0
47105,2007,77.0,16.0,35.0
47105,2009,106.0,48.0,41.5
47107,2000,100.0,29.0,50.0
47107,2001,128.0,42.0,48.0
47107,2002,70.0,25.0,50.0
47107,2003,120.0,46.0,46.0
47107,2004,113.0,40.0,
47107,2005,135.0,42.0,
47107,2006,90.0,38.0,
47107,2007,121.0,21.0,
47107,2009,139.0,,
47107,2010,97.7,31.5,
47107,2013,143.2,55.3,63.0
47107,2014,179.0,61.5,
47107,2015,170.0,,
47107,2017,173.8,41.9,
47107,2018,170.0,55.6,
47107,2019,180.0,39.6,
47109,2000,92.0,21.0,45.0
47109,2001,111.0,32.0,43.0
47109,2002,96.0,26.0,41.0
47109,2003,125.0,41.0,48.0
47109,2004,128.0,37.0,47.0
47109,2005,115.0,35.0,
47109,2006,97.0,32.0,
47109,2007,100.0,23.0,33.0
47109,2009,125.0,32.0,
47109,2010,107.6,32.8,
47109,2011,110.7,29.1,
47109,2012,87.0,36.6,
47109,2015,141.5,44.4,
47109,2016,129.5,41.2,
47109,2017,142.1,40.6,
47109,2018,137.0,,
47109,2019,146.0,43.0,
47111,2000,100.0,34.0,52.0
47111,2001,103.0,39.0,59.0
47111,2002,100.0,25.0,47.0
47111,2003,132.0,42.0,
47111,2004,145.0,40.0,
47111,2005,125.0,37.0,
47111,2006,122.0,43.0,
47111,2007,112.0,24.0,42.0
47111,2008,124.0,30.0,74.5
47111,2009,134.0,40.5,46.5
47111,2010,90.5,39.1,
47111,2011,127.8,27.6,54.8
47111,2012,56.5,50.0,
47111,2013,169.8,52.7,58.5
47111,2014,127.6,45.9,
47111,2015,177.4,50.5,
47111,2016,165.0,50.0,
47111,2017,164.5,56.4,
47111,2018,169.0,48.6,
47111,2019,170.5,,
47113,2000,107.0,23.0,57.0
47113,2001,105.0,29.0,45.0
47113,2002,99.0,27.0,42.0
47113,2003,123.0,38.0,51.0
47113,2004,134.0,40.0,51.0
47113,2005,120.0,38.0,61.0
47113,2006,117.0,33.0,61.0
47113,2007,88.0,14.0,43.0
47113,2008,133.0,35.5,71.5
47113,2009,148.0,42.5,55.5
47113,2010,115.9,28.8,
47113,2011,133.9,26.3,60.1
47113,2012,101.9,36.5,62.3
47113,2014,185.8,49.1,70.2
47113,2015,149.4,43.2,64.2
47113,2016,170.0,43.8,70.5
47113,2017,156.3,45.0,76.4
47113,2018,173.9,43.5,69.1
47113,2019,193.0,49.5,76.6
47115,2000,108.0,28.0,43.0
47115,2001,132.0,37.0,43.0
47115,2002,98.0,23.0,44.0
47115,2003,103.0,30.0,35.0
47115,2004,135.0,34.0,40.0
47115,2005,146.0,40.0,50.0
47115,2006,109.0,32.0,50.0
47115,2007,100.0,25.0,28.0
